uniprot_acc	uniprot_name	seq_len	uniprot_description	uniprot_organism	seq_mw
A0A0G2JNF4	KIR2DP1	349	Killer cell immunoglobulin-like receptor, two Ig domains pseudogene 1	HUMAN	44920.4
A0A0G2JNG1	ENSG00000274563	304	Uncharacterized protein	HUMAN	39098.86
A0A0G2JNH3	ENSG00000278178	316	Olfactory receptor	HUMAN	41497.94
A0A0G2JNJ9	ENSG00000276253	132	Uncharacterized protein	HUMAN	17294.49
A0A0G2JNQ3	HNRNPCL2	293	RRM domain-containing protein	HUMAN	37314.18
A0A0G2JP03	ENSG00000277596	293	Uncharacterized protein	HUMAN	NA
A0A0G2JP20	PRAMEF9	478	PRAME family member 9/15	HUMAN	63848.5400000001
A0A0G2JPB7	ENSG00000275798	455	BTNL2	HUMAN	58614.84
A0A0G2JPC4	ENSG00000274707	375	Uncharacterized protein	HUMAN	47398.29
A0A0G2JPF8	HNRNPCL4	293	RRM domain-containing protein	HUMAN	37318.45
A0A0G2JPN4	ENSG00000278401	36	Uncharacterized protein	HUMAN	4592.87
A0A0G2JQ47	ENSG00000275306	297	Uncharacterized protein	HUMAN	38232.83
A0A0G2JQF1	ENSG00000280514	25	Uncharacterized protein	HUMAN	3388.51
A0A0G2JQZ4	ENSG00000281757	141	Uncharacterized protein	HUMAN	17434.31
A0A0G2JRQ6	ENSG00000281759	117	Ig-like domain-containing protein	HUMAN	14838.43
A0A0G2JS06	IGLV5-39	123	Immunoglobulin lambda variable 5-39	HUMAN	15592.11
A0A0J9YVP2	IGHJ6	21	Immunoglobulin heavy joining 6	HUMAN	NA
A0A0J9YVP9	IGHJ5	17	Immunoglobulin heavy joining 5	HUMAN	NA
A0A0J9YVS3	IGHJ4	16	Immunoglobulin heavy joining 4	HUMAN	NA
A0A0J9YVY3	IGHV7-4-1	117	Immunoglobulin heavy variable 7-4-1	HUMAN	14938.54
A0A0J9YW14	IGHJ3	17	Immunoglobulin heavy joining 3	HUMAN	NA
A0A0J9YW22	IGHD3-9	9	Immunoglobulin heavy diversity 3-9	HUMAN	1368.61
A0A0J9YW62	ENSG00000282822	118	IGv domain-containing protein	HUMAN	15358.1
A0A0J9YWD0	IGHD3-3	10	Immunoglobulin heavy diversity 3-3	HUMAN	1513.81
A0A0J9YWJ2	ENSG00000288599	10	Uncharacterized protein	HUMAN	1340.62
A0A0J9YWL9	TEX13C	993	Putative testis-expressed protein 13C	HUMAN	127678.49
A0A0J9YWN2	IGHJ2	18	Immunoglobulin heavy joining 2	HUMAN	NA
A0A0J9YWP8	TRBJ1-3	16	T cell receptor beta joining 1-3	HUMAN	2000.15
A0A0J9YWU9	ENSG00000278082	116	Ig-like domain-containing protein	HUMAN	15014.7
A0A0J9YWX3	TRBJ1-6	17	T cell receptor beta joining 1-6	HUMAN	2152.3
A0A0J9YX06	TRBJ1-2	15	T cell receptor beta joining 1-2	HUMAN	1887.03
A0A0J9YX35	IGHV3-64D	117	Immunoglobulin heavy variable 3-64D	HUMAN	14912.51
A0A0J9YX57	MAGEB6B	407	MAGE domain-containing protein	HUMAN	51566.16
A0A0J9YX75	TRBV6-9	114	T cell receptor beta variable 6-9	HUMAN	14520.08
A0A0J9YX94	PNMA6F	578	Paraneoplastic antigen Ma6F	HUMAN	70467.3199999999
A0A0J9YXA8	TRBJ1-1	15	T cell receptor beta joining 1-1	HUMAN	1892.06
A0A0J9YXG5	TRBJ1-4	16	T cell receptor beta joining 1-4	HUMAN	2011.22
A0A0J9YXM7	TRBJ1-5	16	T cell receptor beta joining 1-5	HUMAN	2040.19
A0A0J9YXN1	IGHD3-10	9	Immunoglobulin heavy diversity 3-10	HUMAN	1233.49
A0A0J9YXQ4	PNMA6E	647	Paraneoplastic antigen Ma6E	HUMAN	76794.4399999999
A0A0J9YXV3	LINC00514	536	Long intergenic non-protein coding RNA 514	HUMAN	63923.62
A0A0J9YXX1	IGHV5-10-1	117	Immunoglobulin heavy variable 5-10-1	HUMAN	14862.52
A0A0J9YXY3	TRBV6-2	114	T cell receptor beta variable 6-2	HUMAN	14561.32
A0A0J9YY54	TEX13D	714	Testis-expressed protein 13D	HUMAN	91732.1399999999
A0A0J9YY99	ENSG00000282150	117	Ig-like domain-containing protein	HUMAN	15054.74
A0A0K0K1A3	TRBV10-1	114	T cell receptor beta variable 10-1	HUMAN	15006.29
A0A0K0K1A5	TRBV6-5	114	T cell receptor beta variable 6-5	HUMAN	14438.04
A0A0K0K1B3	TRBV30	111	T cell receptor beta variable 30	HUMAN	14206.95
A0A0K0K1C0	TRBV11-1	115	T cell receptor beta variable 11-1	HUMAN	14870.64
A0A0K0K1C4	TRBV27	114	T cell receptor beta variable 27	HUMAN	14873.66
A0A0K0K1D8	TRBV6-1	114	T cell receptor beta variable 6-1	HUMAN	14668.22
A0A0K0K1E9	TRBV7-7	115	T cell receptor beta variable 7-7	HUMAN	14841.2
A0A0K0K1G6	TRBV10-3	114	T cell receptor beta variable 10-3	HUMAN	15070.49
A0A0K0K1G8	TRBV10-2	114	T cell receptor beta variable 10-2	HUMAN	15080.63
A0A0K2S4Q6	CD300H	201	Protein CD300H	HUMAN	25409.54
A0A0M3HER8	GOLGA6L10	536	Golgin subfamily A member 6-like protein 10	HUMAN	72438.1999999999
A0A0U1RQB9	IGHD5-12	7	Immunoglobulin heavy diversity 5-12	HUMAN	837.99
A0A0U1RQE8	GLYATL1B	302	Putative glycine N-acyltransferase-like protein 1B	HUMAN	39975.77
A0A0U1RQF7	DPEP2NB	123	DPEP2 neighbor protein	HUMAN	15600.28
A0A0U1RQG5	ENSG00000277535	324	Uncharacterized protein	HUMAN	40964.15
A0A0U1RQI7	KLF18	1052	Kruppel-like factor 18	HUMAN	131537.39
A0A0U1RQS6	TMEM275	177	Transmembrane protein 275	HUMAN	20406.99
A0A0U1RR11	CENPVL1	272	Centromere protein V-like protein 1	HUMAN	34769.66
A0A0U1RR37	C1orf232	186	Uncharacterized protein C1orf232	HUMAN	23613.54
A0A0U1RRA0	ENSG00000236782	63	Uncharacterized protein	HUMAN	8046.39
A0A0U1RRE5	NBDY	68	Negative regulator of P-body association	HUMAN	8232.05
A0A0U1RRI6	CENPVL3	287	Centromere protein V-like protein 3	HUMAN	36414.49
A0A0U1RRK4	LBHD2	108	LBH domain-containing protein 2	HUMAN	12628.55
A0A0U1RRL7	MMP24OS	71	Protein MMP24OS	HUMAN	8940.66
A0A0U1RRN3	SPTY2D1OS	59	Putative transmembrane protein SPTY2D1OS	HUMAN	8022.24
A0A0X1KG70	ENSG00000182974	313	G_PROTEIN_RECEP_F1_2 domain-containing protein	HUMAN	41024.62
A0A126GWB0	OR2A2	318	Olfactory receptor	HUMAN	41497.48
A0A126GWI2	OR2A25	310	Olfactory receptor	HUMAN	40226.11
A0A140G945	CRYAA2	173	Alpha-crystallin A2 chain	HUMAN	23008.15
A0A140T8X8	MUC21	626	Mucin-21	HUMAN	71127.2499999999
A0A140TA62	ENSG00000262748	436	IF rod domain-containing protein	HUMAN	57248.91
A0A140TA64	LOC100996750	210	Uncharacterized protein	HUMAN	26256.42
A0A140TA67	KRTAP9-6	174	Keratin-associated protein 9-6	HUMAN	21500.39
A0A183	LCE6A	80	Late cornified envelope protein 6A	HUMAN	10445.4
A0A191URJ7	KIR2DL1	360	KIR2DL protein	HUMAN	46343.14
A0A1B0GTB2	TUNAR	48	HCG2038094, isoform CRA_a	HUMAN	6207.03
A0A1B0GTC6	C3orf85	90	Uncharacterized protein C3orf85	HUMAN	11989.5
A0A1B0GTD5	TEX49	131	Testis-expressed protein 49	HUMAN	17972.84
A0A1B0GTE1	CNTNAP3C	492	Contactin-associated protein family member 3C	HUMAN	63495.4200000001
A0A1B0GTG8	ENSG00000261341	36	Uncharacterized protein	HUMAN	4716.35
A0A1B0GTH6	CSNKA2IP	734	Casein kinase II subunit alpha'-interacting protein	HUMAN	95003.5599999997
A0A1B0GTH9	LOC100505841	108	Uncharacterized protein	HUMAN	14263.26
A0A1B0GTI1	CCDC201	187	Coiled-coil domain-containing protein 201	HUMAN	23972.02
A0A1B0GTI8	TMEM272	187	Transmembrane protein 272	HUMAN	24691.57
A0A1B0GTJ6	ENSG00000268655	334	HCG1796489	HUMAN	43134.28
A0A1B0GTK4	FAM237A	181	Protein FAM237A	HUMAN	23802.84
A0A1B0GTK5	FAM236D	79	Protein FAM236D	HUMAN	10087.3
A0A1B0GTL2	C20orf204	189	Uncharacterized protein C20orf204	HUMAN	24301.58
A0A1B0GTQ1	CYP2D7	446	Putative cytochrome P450 2D7	HUMAN	58041.6
A0A1B0GTQ4	MYMX	84	Protein myomixer	HUMAN	11102.01
A0A1B0GTR0	EDDM13	161	Epididymal protein 13	HUMAN	21337.44
A0A1B0GTR3	CXorf51A	108	Uncharacterized protein CXorf51A	HUMAN	13955.41
A0A1B0GTR4	SPRR5	108	Putative small proline-rich protein 5	HUMAN	13872.79
A0A1B0GTS1	HSFX4	333	Heat shock transcription factor, X-linked member 4	HUMAN	43136.66
A0A1B0GTU1	ZC3H11B	805	Zinc finger CCCH domain-containing protein 11B	HUMAN	103422.64
A0A1B0GTU2	CTXND1	59	Cortexin domain-containing 1	HUMAN	7778.91
A0A1B0GTW7	LMLN2	788	Leishmanolysin-like peptidase 2	HUMAN	99576.3099999999
A0A1B0GTY4	TEX50	177	Testis-expressed protein 50	HUMAN	24017.59
A0A1B0GTZ2	CCDC196	297	Putative coiled-coil domain-containing protein 196	HUMAN	39812.35
A0A1B0GU29	SMIM28	152	Small integral membrane protein 28	HUMAN	19271.36
A0A1B0GU33	TEX53	70	Testis-expressed protein 53	HUMAN	9370.57
A0A1B0GU71	CFAP97D2	98	Uncharacterized protein CFAP97D2	HUMAN	13428.12
A0A1B0GUA5	SMIM32	103	Small integral membrane protein 32	HUMAN	12696.51
A0A1B0GUA6	CCDC195	201	Putative coiled-coil domain-containing protein 195	HUMAN	25523.95
A0A1B0GUA7	TEX51	166	Testis-expressed protein 51	HUMAN	21814.63
A0A1B0GUA9	C13orf46	212	Uncharacterized protein C13orf46	HUMAN	27234.1
A0A1B0GUC4	MYOCOS	108	Myocilin opposite strand protein	HUMAN	13973.42
A0A1B0GUI7	BRD3OS	84	Putative uncharacterized protein BRD3OS	HUMAN	11242.49
A0A1B0GUJ8	PNMA8C	204	Paraneoplastic antigen-like protein 8C	HUMAN	26530.07
A0A1B0GUL7	ENSG00000230626	405	Protein kinase domain-containing protein	HUMAN	52487.78
A0A1B0GUQ0	FAM236A	79	Protein FAM236A	HUMAN	10120.25
A0A1B0GUS0	C19orf85	222	Uncharacterized protein C19orf85	HUMAN	27856.86
A0A1B0GUS4	UBE2L5	154	Ubiquitin-conjugating enzyme E2 L5	HUMAN	20632.05
A0A1B0GUT2	C10orf143	108	Uncharacterized protein C10orf143	HUMAN	13665.89
A0A1B0GUU1	C17orf113	675	Transmembrane protein C17orf113	HUMAN	84575.53
A0A1B0GUV1	ENSG00000262165	79	Uncharacterized protein	HUMAN	9697.73000000001
A0A1B0GUV7	TEX48	120	Testis-expressed protein 48	HUMAN	16080.74
A0A1B0GUV8	LOC102723971	181	Lipocln_cytosolic_FA-bd_dom domain-containing protein	HUMAN	23442.37
A0A1B0GUW6	SPEM3	1196	Uncharacterized protein SPEM3	HUMAN	150178.979999999
A0A1B0GUW7	SMIM27	55	Small integral membrane protein 27	HUMAN	7401.63
A0A1B0GUX0	ATP6V1FNB	176	Protein ATP6V1FNB	HUMAN	23541.79
A0A1B0GUY1	MARCOL	285	MARCO-like protein	HUMAN	34892.02
A0A1B0GUZ9	ENSG00000284684	45	Uncharacterized protein	HUMAN	6173.17
A0A1B0GV03	GOLGA6L7	622	Golgin subfamily A member 6-like protein 7	HUMAN	86771.7
A0A1B0GV22	FAM236B	79	Protein FAM236B	HUMAN	10120.25
A0A1B0GV85	REELD1	526	Reelin domain-containing protein 1	HUMAN	66295.5699999999
A0A1B0GV90	CTXND2	55	Cortexin domain containing 2	HUMAN	6960.97
A0A1B0GV96	ENSG00000277639	52	Uncharacterized protein	HUMAN	6407.82
A0A1B0GVB3	ENSG00000226690	256	Uncharacterized protein	HUMAN	35021.29
A0A1B0GVD1	FAM237B	139	Protein FAM237B	HUMAN	18817.51
A0A1B0GVG4	CCDC194	234	Coiled-coil domain-containing protein 194	HUMAN	29152.11
A0A1B0GVG6	TEX54	124	Testis-expressed protein 54	HUMAN	16309.27
A0A1B0GVH4	PRSS51	220	Serine protease-like protein 51	HUMAN	29522.16
A0A1B0GVH6	C13orf42	325	Uncharacterized protein C13orf42	HUMAN	43222.29
A0A1B0GVH7	IQCM	501	IQ domain-containing protein M	HUMAN	68594.77
A0A1B0GVK7	FAM240A	77	Protein FAM240A	HUMAN	11054.1
A0A1B0GVL6	TMEM238L	79	HCG1800530, isoform CRA_b	HUMAN	10171.14
A0A1B0GVM2	TCAF2C	712	Peptidase M60 domain-containing protein	HUMAN	NA
A0A1B0GVM5	ETDC	59	Embryonic testis differentiation protein homolog C	HUMAN	7844.98
A0A1B0GVM6	C11orf97	126	Uncharacterized protein C11orf97	HUMAN	16166.12
A0A1B0GVN3	C2orf92	265	Uncharacterized protein C2orf92	HUMAN	34954.13
A0A1B0GVQ0	SPAAR	90	Small regulatory polypeptide of amino acid response	HUMAN	11235.73
A0A1B0GVQ3	CCDC200	168	Coiled-coil domain-containing protein 200	HUMAN	22421.42
A0A1B0GVR7	FAM240C	95	Protein FAM240C	HUMAN	12527.09
A0A1B0GVS7	MDFIC2	189	MyoD family inhibitor domain-containing protein 2	HUMAN	24896.13
A0A1B0GVT2	SMIM36	93	Small integral membrane protein 36	HUMAN	11792.61
A0A1B0GVV1	SMIM35	85	Small integral membrane protein 35	HUMAN	10892.32
A0A1B0GVX0	LITAFD	72	LITAF domain-containing protein	HUMAN	9524.19
A0A1B0GVY2	ENSG00000283536	172	Uncharacterized protein	HUMAN	20474.17
A0A1B0GVY4	SMIM31	71	Small integral membrane protein 31	HUMAN	9654.68999999999
A0A1B0GVZ2	FAM240B	78	Protein FAM240B	HUMAN	11131.32
A0A1B0GVZ6	MBD3L2B	204	Methyl-CpG-binding domain protein 3-like 2B	HUMAN	26322.83
A0A1B0GVZ9	TMEM269	245	Transmembrane protein 269	HUMAN	31269.78
A0A1B0GW15	ENSG00000283205	77	Uncharacterized protein	HUMAN	10419.87
A0A1B0GW35	EXOC1L	172	Exocyst complex component 1-like	HUMAN	23331.37
A0A1B0GW54	SMIM39	56	Small integral membrane protein 39	HUMAN	6946.28
A0A1B0GW55	ENSG00000284298	424	Uncharacterized protein	HUMAN	NA
A0A1B0GW64	SMIM33	132	Small integral membrane protein 33	HUMAN	16483.32
A0A1B0GWB2	PRRT1B	263	Proline rich transmembrane protein 1B	HUMAN	31489.04
A0A1B0GWG4	SERTM2	90	Serine-rich and transmembrane domain-containing 2	HUMAN	11822.39
A0A1B0GWH4	HSFX3	333	Heat shock transcription factor, X-linked member 3	HUMAN	43109.63
A0A1B0GWH6	LINC00672	25	Long intergenic non-protein coding RNA 672	HUMAN	3381.23
A0A1B0GWI6	LOC101059915	518	Uncharacterized protein	HUMAN	64419.0099999999
A0A1B0GWK0	PVALEF	134	Parvalbumin-like EF-hand-containing protein	HUMAN	17671.63
A0A1B0GX31	TRBV7-6	115	T cell receptor beta variable 7-6	HUMAN	14881.28
A0A1B0GX49	TRBV6-4	114	T cell receptor beta variable 6-4	HUMAN	14333.93
A0A1B0GX51	TRBV7-8	115	T cell receptor beta variable 7-8	HUMAN	14769.29
A0A1B0GX56	TRDV1	115	T cell receptor delta variable 1	HUMAN	15008.84
A0A1B0GX68	TRBV2	115	T cell receptor beta variable 2	HUMAN	15457.1
A0A1B0GX78	TRBV12-5	115	T cell receptor beta variable 12-5	HUMAN	15051.1
A0A1B0GX95	TRBV7-4	115	T cell receptor beta variable 7-4	HUMAN	14712.12
A0A1B0GXF2	TRBV7-2	115	T cell receptor beta variable 7-2	HUMAN	14533.9
A0A1W2PN81	CHRNA7	502	Neuronal acetylcholine receptor subunit alpha-7	HUMAN	65517.11
A0A1W2PNU3	ENSG00000284526	283	Uncharacterized protein	HUMAN	35349.35
A0A1W2PP81	TAF11L7	198	TAFII28 domain-containing protein	HUMAN	25193.01
A0A1W2PP97	THSD8	115	Thrombospondin type-1 domain-containing protein 8	HUMAN	15206.23
A0A1W2PPD8	KDM4F	638	Lysine demethylase 4F	HUMAN	82442.4399999999
A0A1W2PPE2	TAF11L4	198	TAFII28 domain-containing protein	HUMAN	25209
A0A1W2PPE3	ENSG00000284188	182	Uncharacterized protein	HUMAN	23539.22
A0A1W2PPF3	DUXB	345	Double homeobox protein B	HUMAN	46568.15
A0A1W2PPG7	GNG14	69	Putative guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-14	HUMAN	8752.96
A0A1W2PPH5	TAF11L13	198	TAFII28 domain-containing protein	HUMAN	25494.29
A0A1W2PPK0	ENSG00000284484	400	Homeobox domain-containing protein	HUMAN	52409.21
A0A1W2PPL8	TAF11L14	197	TAFII28 domain-containing protein	HUMAN	25372.47
A0A1W2PPM0	ENSG00000283963	123	Uncharacterized protein	HUMAN	15693.57
A0A1W2PPM1	CPHXL	405	Cytoplasmic polyadenylated homeobox-like	HUMAN	52992.82
A0A1W2PPW3	TAF11L12	197	TAFII28 domain-containing protein	HUMAN	25318.04
A0A1W2PQ09	TAF11L11	198	TAFII28 domain-containing protein	HUMAN	25746.46
A0A1W2PQ27	SSU72P7	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25987.85
A0A1W2PQ64	SSU72P5	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25927.75
A0A1W2PQ72	HSPA14	361	Heat shock 70 kDa protein 14	HUMAN	46246.5099999999
A0A1W2PQ73	ERFL	354	ETS domain-containing transcription factor ERF-like	HUMAN	44149.7899999999
A0A1W2PQC6	SSU72P4	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25973.83
A0A1W2PQD8	SSU72P2	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25906.8
A0A1W2PQF6	ENSG00000283763	198	Uncharacterized protein	HUMAN	25154.34
A0A1W2PQJ5	SSU72P3	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25890.73
A0A1W2PQL4	ZNF722P	384	Zinc finger protein 722, pseudogene	HUMAN	51501.34
A0A1W2PQM1	ENSG00000284244	296	Uncharacterized protein	HUMAN	37907.83
A0A1W2PQU2	KANTR	76	KDM5C adjacent transcript	HUMAN	9906.88000000001
A0A1W2PR19	GSTT4	241	Glutathione S-transferase theta-4	HUMAN	32265.63
A0A1W2PR48	TLE7	441	Transducin-like enhancer protein 7	HUMAN	56583.0700000001
A0A1W2PR64	TAF11L9	198	TAFII28 domain-containing protein	HUMAN	25221.02
A0A1W2PR75	SSU72P8	194	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	HUMAN	25961.98
A0A1W2PR80	ENSG00000284434	420	Uncharacterized protein	HUMAN	52445.1799999999
A0A1W2PR82	PERCC1	267	Protein PERCC1	HUMAN	34004.72
A0A1W2PR95	ENSG00000266826	340	HCG1642624, isoform CRA_a	HUMAN	45281.75
A0A1W2PRE2	ENSG00000284476	83	Uncharacterized protein	HUMAN	10433.67
A0A1W2PRG0	ENSG00000281310	241	Glutathione transferase	HUMAN	32460.04
A0A1W2PRN1	ENSG00000288148	237	Uncharacterized protein	HUMAN	31331.64
A0A1W2PRN6	LINC02218	198	TAFII28 domain-containing protein	HUMAN	25335.22
A0A1W2PRP0	FOXL3	233	Forkhead box protein L3	HUMAN	30148.89
A0A1W2PRS3	ENSG00000284169	199	Uncharacterized protein	HUMAN	25332.82
A0A1W2PRV1	TAF11L3	198	TAFII28 domain-containing protein	HUMAN	25209.06
A0A1W2PS18	PMIS2	150	Transmembrane protein PMIS2	HUMAN	18503.45
A0A1Y8EI39	IGHD6-13	7	Immunoglobulin heavy diversity 6-13	HUMAN	956.95
A0A1Y8EKQ5	IGHD6-19	7	Immunoglobulin heavy diversity 6-19	HUMAN	926.93
A0A286YEU6	ENSG00000180042	314	G_PROTEIN_RECEP_F1_2 domain-containing protein	HUMAN	39659.43
A0A286YEV6	SCYGR4	105	Small cysteine and glycine repeat-containing protein 4	HUMAN	11665.43
A0A286YEX9	SCYGR10	47	Small cysteine and glycine repeat-containing protein 10	HUMAN	4654.12
A0A286YEY9	SCYGR1	88	Small cysteine and glycine repeat-containing protein 1	HUMAN	10174.86
A0A286YF01	SCYGR7	96	Small cysteine and glycine repeat-containing protein 7	HUMAN	10662.35
A0A286YF18	ENSG00000284638	149	Uncharacterized protein	HUMAN	18738.74
A0A286YF46	SCYGR5	85	Small cysteine and glycine repeat-containing protein 5	HUMAN	9714.37999999999
A0A286YF58	TMEM271	385	Transmembrane protein 271	HUMAN	46046.2299999999
A0A286YF60	SCYGR3	100	Small cysteine and glycine repeat-containing protein 3	HUMAN	11295.15
A0A286YF77	SCYGR6	105	Small cysteine and glycine repeat-containing protein 6	HUMAN	11769.66
A0A286YFB4	SCYGR2	120	Small cysteine and glycine repeat-containing protein 2	HUMAN	12965.88
A0A286YFG1	SCYGR8	108	Small cysteine and glycine repeat-containing protein 8	HUMAN	12050.88
A0A286YFK9	SMIM38	51	Small integral membrane protein 38	HUMAN	6669.74
A0A2R8Y2Y2	ENSG00000226490	192	Uncharacterized protein	HUMAN	23817.44
A0A2R8Y422	RPS27AP5	156	40S ribosomal protein S27a	HUMAN	20759.62
A0A2R8Y4L2	HNRNPA1P48	275	Heterogeneous nuclear ribonucleoprotein A1 pseudogene 48	HUMAN	34109.9899999999
A0A2R8Y4L6	OR5D3P	323	Olfactory receptor	HUMAN	42308.07
A0A2R8Y4M4	ENSG00000284976	201	RING-type domain-containing protein	HUMAN	25953.55
A0A2R8Y4Y8	OOSP4B	160	Oocyte-secreted protein 4B	HUMAN	21313.11
A0A2R8Y556	ENSG00000284895	26	Uncharacterized protein	HUMAN	3754.19
A0A2R8Y5M8	ENSG00000284844	258	Catechol O-methyltransferase 2	HUMAN	33328.19
A0A2R8Y619	H2BE1	122	Histone H2B type 2-E1	HUMAN	15671.47
A0A2R8Y747	ENSG00000284779	149	Uncharacterized protein	HUMAN	18444.99
A0A2R8Y7D0	TINCR	120	Ubiquitin-like domain-containing protein	HUMAN	15931.69
A0A2R8Y7Y5	ENSG00000284797	234	Uncharacterized protein	HUMAN	28935.37
A0A2R8YCE0	B3GNT10	50	Hexosyltransferase	HUMAN	6977.05
A0A2R8YCJ5	SMIM41	93	Small integral membrane protein 41	HUMAN	11003.08
A0A2R8YCY7	ENSG00000284555	199	Uncharacterized protein	HUMAN	25367.69
A0A2R8YD15	ENSG00000285133	34	Uncharacterized protein	HUMAN	4878.49
A0A2R8YE69	ENSG00000284912	777	Uncharacterized protein	HUMAN	102024.93
A0A2R8YED5	OR5BS1P	311	Olfactory receptor	HUMAN	39625.13
A0A2R8YEG4	OR2A1	307	Olfactory receptor	HUMAN	39849.24
A0A2R8YEH3	LOC112268384	307	Olfactory receptor	HUMAN	39877.29
A0A2R8YEV3	OR2A42	307	Olfactory receptor	HUMAN	39916.23
A0A2R8YFL7	OOSP4A	184	Oocyte-secreted protein 4A	HUMAN	24336.8
A0A2R8YFM6	OOSP3	193	Oocyte-secreted protein 3	HUMAN	24653.23
A0A2R8YFR7	ENSG00000285408	1487	DH domain-containing protein	HUMAN	190830.32
A0A2Z4LIS9	FOXO3B	290	Forkhead box protein O3B	HUMAN	35106.9
A0A376A8Z9	KIR2DS5	235	KIR2DS5 protein	HUMAN	30266.53
A0A3B3IRQ3	LOC112267897	129	Uncharacterized protein	HUMAN	15119.82
A0A3B3IRS2	LOC647264	109	Uncharacterized protein	HUMAN	12757.38
A0A3B3IRV3	MCTS2P	181	Malignant T-cell-amplified sequence	HUMAN	23586.13
A0A3B3IT33	TRIM51GP	452	Tripartite motif-containing 51G, pseudogene	HUMAN	61172.6500000001
A0A3B3IT34	ENSG00000285946	95	Uncharacterized protein	HUMAN	12168.53
A0A3B3IT45	OR51C1P	312	Olfactory receptor	HUMAN	40429.77
A0A3B3IT52	LOC102724657	213	Uncharacterized protein	HUMAN	28339.82
A0A3B3IU46	RAMACL	118	RNA guanine-7 methyltransferase-activating subunit-like (pseudogene)	HUMAN	16475.26
A0A3B3IU63	H2AL1RP	148	Histone H2A	HUMAN	20309.52
A0A494BZU2	BLACAT1	33	Bladder cancer-associated transcript 1	HUMAN	4522.2
A0A494BZU4	TMEM217	170	Transmembrane protein 217	HUMAN	23111.76
A0A494BZZ5	ENSG00000170152	66	Uncharacterized protein	HUMAN	8481.09
A0A494C030	LOC114841035	265	Uncharacterized protein	HUMAN	31278.62
A0A494C071	ENSG00000278803	2061	Uncharacterized protein	HUMAN	254887.49
A0A494C086	SPDYE21	402	Speedy/RINGO cell cycle regulator family member E21	HUMAN	55341.91
A0A494C0B9	ENSG00000285938	38	Uncharacterized protein	HUMAN	3983.97
A0A494C0I6	ENSG00000286224	67	Uncharacterized protein	HUMAN	9581.15
A0A494C0N9	FAM246B	232	Protein FAM246B	HUMAN	28513.55
A0A494C0T7	LOC149373	123	Uncharacterized protein	HUMAN	15605.08
A0A494C0Y3	FAM246A	232	Protein FAM246A	HUMAN	28444.44
A0A494C0Z2	SPDYE13	265	Speedy/RINGO cell cycle regulator family member E13	HUMAN	36223.39
A0A494C103	LOC112577516	137	CUB domain-containing protein	HUMAN	17773.66
A0A494C162	ENSG00000275493	114	Uncharacterized protein	HUMAN	15672.21
A0A494C176	ENSG00000286131	62	Uncharacterized protein	HUMAN	8247.97
A0A494C191	SPDYE9P	265	Speedy/RINGO cell cycle regulator family member E8, pseudogene	HUMAN	36197.3
A0A494C193	ENSG00000204805	113	Uncharacterized protein	HUMAN	15529.03
A0A494C1I1	LOC728392	119	Uncharacterized protein	HUMAN	14969.65
A0A494C1N4	ENSG00000286265	56	Uncharacterized protein	HUMAN	7051.69
A0A494C1R9	TSPY9P	314	Testis-specific protein Y-linked 9, pseudogene	HUMAN	41357.54
A0A499FJF3	ENSG00000282168	267	Rho-GAP domain-containing protein	HUMAN	35101.87
A0A4W9AIG4	OR2A14	309	Olfactory receptor	HUMAN	40490.16
A0A539	TRBV4-2	114	T cell receptor beta variable 4-2	HUMAN	14925.92
A0A576	TRBV3-1	114	T cell receptor beta variable 3-1	HUMAN	14963.89
A0A577	TRBV4-1	114	T cell receptor beta variable 4-1	HUMAN	14895.04
A0A578	TRBV5-1	114	T cell receptor beta variable 5-1	HUMAN	14636.25
A0A584	TRBV11-2	115	T cell receptor beta variable 11-2	HUMAN	14796.73
A0A589	TRBV4-3	114	T cell receptor beta variable 4-3	HUMAN	14891.9
A0A590UJ96	ENSG00000282936	1178	Uncharacterized protein	HUMAN	139837.09
A0A590UK24	ENSG00000287585	94	Uncharacterized protein	HUMAN	12246.11
A0A590UK83	LINC00634	107	Long intergenic non-protein coding RNA 634	HUMAN	14087.41
A0A597	TRBV5-5	114	T cell receptor beta variable 5-5	HUMAN	14586.27
A0A599	TRBV5-6	114	T cell receptor beta variable 5-6	HUMAN	14601.13
A0A5A2	TRBV5-8	114	T cell receptor beta variable 5-8	HUMAN	14757.35
A0A5A6	TRBV11-3	115	T cell receptor beta variable 11-3	HUMAN	15043.9
A0A5B0	TRBV14	115	T cell receptor beta variable 14	HUMAN	14933.67
A0A5B6	TRBV28	114	T cell receptor beta variable 28	HUMAN	15202.2
A0A5B7	TRBV29-1	111	T cell receptor beta variable 29-1	HUMAN	14171.83
A0A5B9	TRBC2	178	T cell receptor beta constant 2	HUMAN	23156.63
A0A5F9Z9Y6	ENSG00000283716	199	Killer cell immunoglobulin-like receptor 2DL2	HUMAN	25379.75
